어플 이름,리뷰 내용,별점,리뷰 작성 시 앱 버전
AI 그림일기,"비공개로 쓴 일기 저한태도 비공개인건가요..? 표지, 오늘 일기 썼는데 혼자 쓴 일기 리스트에 안떠요... 그리고 이미지 넣는거 최근 찍은 20장 정도만 뜨고 로딩이 안됩니다.",3,2.1.53
AI 그림일기,힐링 그 자체 앱,5,2.1.53
AI 그림일기,아주좋아요 소통의 공간으로도 정말추천,5,2.1.53
AI 그림일기,잘쓰겠습니다.,5,2.1.53
AI 그림일기,일기를 책으로 만들길 십여년전부터 바라고 생각해왔었는데 .. 막상 할방법도 사이트도 마땅히 없었던 시절ㅠ..드디어 실천합니다!,5,2.1.53
AI 그림일기,광고가 많은게 좀 슬프네요 딴건 다 고맙습니다,5,2.1.53
AI 그림일기,좋은 프로그램이에요,5,2.1.53
AI 그림일기,세줄일기라 부담스럽지않고 쓰는것도 너무편하고 책으로 또 받아볼수있다니 너무의미있고 좋은어플 인것같아요,5,2.1.53
AI 그림일기,"간단하게 육아일기쓰고있어요 너무편하고 지나고보면 의미있어서 좋아요.더일찍 알았으면 좋았을걸,",5,2.1.53
AI 그림일기,사진한장에 딱 3줄까지만 쓸수 있어서 가끔은 아쉽지만 부담 없이 쓸수 있어요~ 육아 일기 쓰는 중인데 조금 밀려도 금방 쓸 수 있어서 좋아요 그리고 무엇보다 앨범겸 육아 일기겸 책으로 만들어 기념 할수 있는게 가장 좋은것 같아요~♡,5,2.1.53
AI 그림일기,육아일기 작성중에 있습니다. 일년되면 책으로만들려 하는데 문제는 일기장을 두개로 나눠 작성했습니다. 인쇄할때 하나로 합치고 싶은데 어떻게 하나요? 이메일로 문의해도 답장이없어 여기에 남겨요,4,2.1.53
AI 그림일기,광고 강요도 없고 편하게 일기 쓰기 편함,5,2.1.53
AI 그림일기,사용전인데 별점주기!ㅋ,5,2.1.53
AI 그림일기,매일을 돌아보게 합니다. 언젠가 소중한 추억이 될 수 있는 좋은 앱 만들어주셔서 감사합니다.,5,2.1.53
AI 그림일기,일년이 넘게 정신병자 스토커 계정에게 테러를 당해서 수없이 도움을 요청드렸으나 아무런 조치도 재재도 없는 놀라울 정도로 불친절한 플랫폼 입니다,1,2.1.52
AI 그림일기,혹시 pc버전도 만들어주실 수 있나요?? 정말 잘 쓸거 같아요 !!,5,2.1.51
AI 그림일기,이젠 짜증까지. 지난것들 보다가 오타가 있어서 수정 할려고 수정하기 누르면 세줄일기 초기페이지로 이동한다. 수정 할려고 했던 페이지를 또 찾아야 되고 사진들은 늦게 열려서 바로 넘어 가지도 않고 지난 일기를 보다가 카톡이나 문자가 와서 잠깐 보고 다시 가면 또 세줄일기 매인으로 이동된다. 하여간 모든게 느리고 답답하고 정말 짜증이 난다.,1,
AI 그림일기,부담없이 잘 쓰고있어요 꽤나 감성적인 사람들도 보이고 쓰고 보는 재미가 쏠쏠해요,5,2.1.50
AI 그림일기,좋아요 사용하는데 복잡함도 없고 간단하게 쓸수있어 좋아요 쓰다보니 양이 늘어요ㅎㅎ 더 쓰고싶을때 더 쓸수 있는 히든 페이지도 아주 좋아요~ 적극 추천합니다,5,2.1.47
AI 그림일기,알차게 잘 쓰고 있습니다! 혹시 혼자쓰는 일기를 같이쓰는 일기로 변경할수 있는지도 궁금하네요ㅎㅎ,5,2.1.50
AI 그림일기,"작성 시간도 표시 되었음 좋겠어요~!! :) 제가 이 날, 어떤 시간에 이런 감정으로 일기를 쓰는지조차 기록으로 넘기고 싶어서요~!! :)",5,2.1.50
AI 그림일기,재밌어요! 생활에 힐링을 주는!,5,2.1.49
AI 그림일기,간단하게 마음이나 일상을 남기기 좋아요... 다만 사진은 여러장 올리는 기능 있음 좋겠어요^^,5,2.1.49
AI 그림일기,대표님 지금 아주 급합니다 오늘도 글을 쓰려고 들어왔는데 일기장이 하나도 남아있지 않습니다 알림같은것도 하나도 없구요 갑자기 다 사라지니 정말 황당하네요...몇달동안썼던 일기들이 사라지니 당황스럽고 어이가 없습니다 빠른답변 부탁드립니다.,5,2.1.40
AI 그림일기,저녁에 9시반쯤 세줄일기에서 보내는 알림 비활성화는 어떻게 하나요? 세줄일기 앱에 들어가서 알림설정부분은 비활성화 해놨는데도 알림이 뜨네요,5,2.1.47
AI 그림일기,좋네요 스킨깔끔 배치깔끔 사진선명,5,2.1.47
AI 그림일기,그냥 친구가 됩답니다♡♡,5,2.1.47
AI 그림일기,최고,5,2.1.47
AI 그림일기,너무너무예쁜앱이에요,5,2.1.47
AI 그림일기,육아일기도 쓰고 여행 사진첩도 만들고 책으로도 만들고 잘 쓰고 있습니다!!^^,5,2.1.47
AI 그림일기,"세줄이라는 게 생각보다 부담이 없고 쉽게 꾸준히 쓰다보니 보람이 생겨 더 애용하게 되는 일기앱입니다 :) 게다가 다른 이들도 볼 수 있게 공개/비공개 설정이 있어 때로는 공감해주는 사람들 덕에 위로를 받는 기분도 들어요 다만 한 가지 아쉬운 점은, 앱의 관리자분께 문의하기 기능이 안보입니다ㅠㅠ 제가 못찾은 걸까요? 나중에 책으로 만들게 되면 (혹시 그 날의 그림이나 사진을 빼도 괜찮으니) 숨긴 글도 넣어 책으로 만들 수 있는지에 대해 문의/요청 가능한지 여쭤보고 싶은데 문의하기 기능이 없네요ㅠㅠ 세줄에 다 담아낼 수 없어 숨긴 글로 작성한 추가글도 다 자신의 일기이자 기록이기에, 일기책 제작에 숨긴글 포함/비포함 선택지가 나중에 추가될 수 있는 가능성이 있는지 여쭤보고 싶어 리뷰 겸 문의를 남깁니다. 늘 애용하고 잘 기록하고 있어요. 좋은 앱 감사합니다 :)",5,2.1.47
AI 그림일기,간단하게 하루를 되돌아볼수있어서 너무좋아요~사진은 두개정도 선택해서 넣을수있으면좋겠습니다^^,5,2.1.47
AI 그림일기,나의 책. 딸에게 주고싶은 책을 만들고 있어요 벌써 세권째네요,5,2.1.47
AI 그림일기,간단히 기록해두기도 좋구~실용성 굿!!!!!,5,2.1.46
AI 그림일기,일기가 사라졌어요ㅠ 매일 쓰다가 쎄해서 일자별로 넘기며 봤는데 몇개 사라졌더라고요ㅠ 이점 때문에 추억 사라진 기분이라서 속상하네요 이 점 아니면 현재 163일 째 일기를 쓰고 있는 사람 입장에서 너무 좋은 앱 입니다.,4,2.1.46
AI 그림일기,"사진 업로드, 세 줄.. 무엇보다 출판기능까지 완벽해요! 한 가지 건의사항은, 태블릿으로 일기를 쓰다보니 가끔 손글씨나 손그림, 긴 문장 일기가 필요할 수 있으니 사진 업로드 할 때 직접촬영, 앨범, 감성갤러리, 스티커와 더불어 손그림 기능을 추가해주시면 너무너무 감사할 것 같습니다!",5,2.1.45
AI 그림일기,일기장을만들면 계속없어지고 자꾸 새로만들래요..... ㅠ,1,2.1.45
AI 그림일기,태블릿으로 작성하려고 하는데 가로 화면 설정은 안되는건가요?,5,2.1.44
AI 그림일기,세줄의 표현으로 알찬 하루가 되었어요^^,5,2.1.44
AI 그림일기,책주문했는데 주문이력에 안나와요 왜그런가요,5,
AI 그림일기,맴버쉽가입안하면 계속 광고봐야함,2,
AI 그림일기,좋습니다,5,2.1.44
AI 그림일기,생각하기 좋은어플,5,2.1.44
AI 그림일기,하루의 감정들 일과들 정리할 수 있어 좋아요,5,2.1.44
AI 그림일기,세줄로 기록을 할 수 있고 이미지도 남길 수 있고.. 같이 쓰는 형식도 있고 책도 만들 수 있다니 좋네요. 처음에 쓰고 다루는 방식만 익숙해지면 참 좋겠어요. 프로필 설정하는게 조금 뒤적거려봐야 하네요.,4,2.1.44
AI 그림일기,나의 조용한 시집... 너무 좋네요,5,2.1.44
AI 그림일기,이런 일기장 본적 없음. 넘 조아용,5,
AI 그림일기,매일 좋은 습관 만들 수 있고 멋진 하루를 남길 수 있어서 좋인요,5,2.1.44
AI 그림일기,진짜 너어어무 핵객ㄱ잘쓰고 잇는 앱입니다ㅠ 다른 일기앱도 많이 써봣는데 결국 여기 정착햇어요💖쓰기도 넘나 간단하고 세줄일기는 오래쓰는 앱 진짜 다섯손가락 안에 꼽는거 같아요 추억같은거 남기고싶엇는데 항상 오래 못써서 아쉬웟는데 세줄일기 덕분에 하루하루 추억이 쌓이는것 같아서 너무너무좋아요 💖💕💕🥺 아는 사람들한테도 세줄일기 추천 해 줘서 한명 영입 햇어요헿ㅎ 일기쓴거 책으로 남길 수 잇는것도 감성 한스푼이고 과거 일기도 쓸 수 잇다는 점이 맨날 귀찮아서 하루 이틀 뒤에 쓰는 저같은 사람에게 넘나 찰떡인거 같아요💖할 말 많을때 숨은글에 쓸 수 있다는 점도 마음이 들고 하루에 한 페이지만 쓸 수 잇는것도 너무 마음에 들어요ㅠ1주일 정도 썻을때는 막 쓰기도 귀찮고 까먹는데 30일만 넘어가도 3줄만 써도 일기가 계속 쌓이는게 기분이 좋아욥🌟 앱 리뷰같은거 처음 써보는데 그만큼 좋다는것🙊💕 세줄일기 만드신분 복 많이 받으시고 이 앱 꼭 한번 써보세요 저 한번 믿어보시죠😎,5,2.1.44
AI 그림일기,심플하고 감성적이 되네요,5,2.1.44
AI 그림일기,그냥쓸수록탐이나는데쓸수록높아만가는군요그래도힘내서화이팅하겠습니다.,5,2.1.44
AI 그림일기,세줄일기를 쓰다 폰 바꾸면서 잊어버리고 있었네요. 다시 쓰려고 보니 나의 일기가 없어졌어요. 다시 찾을 수 없을까요? 지워졌을까요?,5,2.1.43
AI 그림일기,좋아요 안쓰던 일기를 부담없이 찍고적어서 하루하루를 기록하게되요,5,2.1.43
AI 그림일기,아기가 태어나고 매일매일 사진 한장과 글로 적어 기록 할 수 있어 너무 좋아요 그런데 제가 갤럭시 폴드로 바꾸니 접으면 사진 옆이....핸드폰을 펼치면 사진 위에가 잘려요.....어떻게 하면 예전처럼 변형 없이 사진을 넣고 볼수 있을까요?,5,2.1.43
AI 그림일기,데이터 사용시 접속이 안됩니다 폰은 놑20 쓰고있고 통신사는 유플쓰고있는데 와이파이 환경에서는 잘만 접속되다가도 데이터만 키면 접속이 안됩니다 왜그럴까요?,4,2.1.43
AI 그림일기,앱이름에 끌려들어왓으며.. 하루를 멋지게 만들어주는 앱구성이 정말 좋았습니다. 정말 감사드립니다. 희망사항))) PC에서도 꼭 꼭 꼭 쓰고 싶습니다. 🙏 브라우저에서 확장프로그램으로도 설치하여 쓸수 있도록 해주세요..,5,2.1.43
AI 그림일기,꾸준햐 실천에 도움 주셔서 감사합니다ㆍ,5,2.1.43
AI 그림일기,저의 마음과 생각 정리를 할 수 있어서 좋고 매일 밤9시33분 마다 일기 쓸 거리도 있어서 좋습니다!,5,2.1.43
AI 그림일기,내 인생 기록을 남기게 되니 설레이네요,5,2.1.43
AI 그림일기,ㄱㆍ으ㄷㆍㅈㄱㆍㅣ 6ㅡㅏㅢ ㅣ ㅣㅣㅡㅡㄴㅈㄷ,2,2.0.49
AI 그림일기,세줄일기를 통해 위로와 힐링을 받아요,5,2.1.43
AI 그림일기,하루하루 경험힌일을 적을수있으니까 좋았다^^,5,2.1.43
AI 그림일기,다른건 다 좋은데 가끔 페이지수정할 때 어플이 꺼졌다가 켜지는건 왜 그런걸까요?,4,2.1.43
AI 그림일기,숨은글 인쇄는.... 반영이 정말 어려운건가 봐요~ 책을 만드는 사람들은 숨은글인쇄가 꼭 필요한데 아직까지 안되는건 ....,4,2.1.43
AI 그림일기,기억만으로는 놓쳐지는 순간들을 기록하고 싶어서 설치했어요. 긴 글에 부담없이 짧게 조금씩 기록하기 좋을 것 같아요.,5,2.1.43
AI 그림일기,2017년부터 잘 사용하고 있습니다. 덕분에 좋은 기억들 잘 남기고 있어요^^ 감사합니다!,5,2.1.43
AI 그림일기,쉽게 일기를 쓰게되어 아주 좋아요,5,2.1.43
AI 그림일기,매우 만족합니다^^~재밌고 개인적일수있고도 자세한 내용들이 가득가득~,5,2.1.43
AI 그림일기,조금이나마 나를 그려보는 예쁜 낙서장,5,2.1.43
AI 그림일기,긴 시간 안내고도 짧게 작성할수있어 좋은거같아요~^^,5,2.1.43
AI 그림일기,pdf나 책만들기같은건 다 좋은데 일기를 무조건 서버에 저장해야해서인지 네트워크 접속이 필수인게 유일한 단점인듯합니다.,4,2.1.43
AI 그림일기,잘쓰고 있어요,5,2.1.42
AI 그림일기,앱 디자인은 깔끔합니다. 근데 처음 가입할때 이건 그저 일기쓰는 어플일뿐인데 거주지는 왜 입력하라그러더라구요? 여기서 1차로 불만이 생겼지만 그냥 넘어갔습니다. 근데 가입을 하고 프로필사진을 변경하려고 앨범에서 선택 버튼을 누르고 카메라는 쓸 일이 없어서 허용 안함을 고르고 파일및 저장공간은 허용했는데 프로필사진을 못바꾸더라고요 꼭 필요한것만 쓰고 싶은데 안돼서 불편합니다 고쳐주세요,2,
AI 그림일기,최고의앱 아니 최고의 컨텐츠입니다~~! 근데 최근 일기NFT 발행시기를 놓쳐서 ㅜ 최고의 아이디어라고 생각함... 또 언제쯤 계획이 있으신지?? 궁금합니다!,5,2.1.41
AI 그림일기,앱 내 설정에서 알림 다 차단했는데 계속 알림뜨는거만 좀 고치면 좋겠어요,5,2.1.39
AI 그림일기,세줄일기 시작했어요. 좋아요^^,5,2.1.39
AI 그림일기,일기장 수정이 안되서 문의했더니 제대로 내용 확인도 안 하고 답이 오고... 다시 문의했더니 답도 없네요. 세줄일기 컨셉도 좋아서 주변에 막 홍보하고 다녔는데 대응이 너무 실망스러워요,1,2.1.39
AI 그림일기,하루 짧은시간으로 새로운 나를 창조할 수있다,5,2.1.39
AI 그림일기,매일 매일 잘 쓰고 있음,5,2.1.39
AI 그림일기,다른사람들이 못봐서 안심됩니다. 그런데 세줄다채울려고 하는데 세줄의 절반이 삭제됩니다.,4,2.1.39
AI 그림일기,그냥 내꺼!,5,2.1.39
AI 그림일기,잘쓰고있어요 에세이 글 일기등등 아주 좋아요 인생에세이 세줄일기 짱,5,2.1.39
AI 그림일기,잘 쓰고 있는데 뭔가 오류가 난 것 같아요. 분명 최신 일기 목록에서는 제 일기장이 뜨는데 막상 제 페이지로 들어가보면 일기장이 없다고 뜨네요. 세줄일기를 좋아하는 유저로서 얼른 고쳐주셨으면 합니다..!,5,2.1.39
AI 그림일기,일기 매일 쓰기 정말 최적의 앱!,5,2.1.39
AI 그림일기,좋은글 많이읽고있습니다 아직 쓰는게 어려워서 어찌시작해야할지ㅜㅜ 한번해볼려구요~~,5,2.1.39
AI 그림일기,감정일기 쓰는데 간편하고 유용해요 글쓰기 처보도 잘할 수 있어요,5,2.1.36
AI 그림일기,우선 사랑하는 사람을 생각하며 작성중인데요.세줄만으론 부족해서 좀 아쉬웠는데 숨은글쓰기가 있더라구요.그래서 엄청 좋아했는데..책으로 만들땐 숨은글은 인쇄가 안된다 그래서 너무 슬퍼요. 책으로 만들때 숨은글도 인쇄되서 완벽한 책으로 만들수있게 해주시면 안될까요? 견혼할 사람한테 선물 할려구 엄청 설레는 도중에 너무 슬퍼지네요.혹시 방법이 있을까요?답변꼭부탁드려요. 그리고 이런 요구사항은 꼭 들어주시면 감사하겠습니다.추가비용발생 부분은 어쩔수없다고 봅니다. 안된다면 굳이 이 어플을 사용할 이유가 없는듯해요.ㅠㅠ꼭 부탁드려요.,5,2.1.39
